symbol	globalScore	clinicalPrecedence	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	crisprScreen	crispr	reactome	europepmc	expressionAtlas	impc	maxClinicalStage	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
CHI3L1	0.1129017919886609	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9285743741904374	No data	No data	No data	0	1	0	0	1	0	No data	0.054274682846111366	0	0	No data	No data	0	0.5	0
S100B	0.11282713489961733	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9279603479777757	No data	No data	No data	0	1	1	1	0	0.9456499999999999	No data	0.6813017098731384	-0.1250770947412433	0	No data	No data	0	1	0
SCN1A	0.11278865660903113	0.13678442946261474	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7566633418183156	No data	No data	1	1	0	1	1	0	0.9079149999999998	1	-0.9952564809707667	-0.9660785890273346	0	255	No data	-0.6876550000000001	0.5	0.5
HMOX1	0.11274540001596184	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9272881095916254	No data	No data	No data	1	0	1	1	1	0.09722000000000008	No data	0.39426365140650854	-0.9720889189910992	0	No data	No data	0	1	-1
HSPA1A	0.11244303061009102	0.09118961964174316	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8108142114753932	No data	No data	0.7	0	0	1	1	0	0.7659900000000001	0	0.5434087148372864	-0.5360234195772728	No data	255	No data	-1	-1	0
MAPK3	0.11238429895810238	0.1587374860430344	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5225230410927056	No data	No data	0.2	0	0	1	1	0	0.85488	1	-0.0578047435190292	-0.7405244628711832	0	255	No data	-0.5580475	-1	-1
TGM2	0.11225605614169043	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.923263442012734	No data	No data	No data	1	1	1	1	1	0.20669499999999985	No data	-0.11483728626585765	-0.9056189711786533	0	No data	No data	0	0.5	-1
POMC	0.11225036859509936	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9232166641013879	No data	No data	No data	0	1	0	0	0	0	No data	0.8456701599558742	-0.8971196201266165	0	No data	No data	No data	1	0
FRK	0.11214648227978195	0.18319326000001615	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.025583754399489053	No data	No data	1	0	0	1	1	0	0.4752499999999998	No data	0.084942084942085	No data	0	No data	No data	0	-1	0
NECTIN1	0.11212781850406504	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8497281867854277	No data	0.28992219738098207	No data	1	1	0	0	0	0.7292050000000003	No data	-0.4912300055157198	0	0	No data	No data	0	0.5	-1
PXDN	0.11206775575344725	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8307986920277789	No data	0.3636642031312717	No data	0	1	0	0	0	0.5469900000000003	No data	-0.4696083838940982	-0.6969209040993452	0	No data	No data	0	-1	0
SNAI1	0.11206196215348362	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9216670926505258	No data	No data	No data	0	0	0	0	0	0.375	No data	-0.1260893546607832	No data	0	No data	No data	0	0.5	0
PRAME	0.11204161905131262	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9051060727044326	0.06557482261724426	No data	No data	1	0	0	0	0	No data	No data	-0.1201323772752344	0	0	No data	No data	0	1	0.5
YES1	0.11189222761354127	0.1767389924389785	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1463045132278321	No data	No data	1	1	0	1	1	0	0.7974200000000004	1	-0.36580253723110867	No data	0	No data	No data	-0.36463999999999996	-1	-1
BSG	0.11181206091210064	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9196117498190328	No data	No data	0.5	0	0	0	0	1	0	No data	0.45813568670711535	-0.889753921150089	0	No data	No data	0	0.5	-1
NOS1	0.11172365996652264	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9188846856044438	No data	No data	0.7	1	0	1	1	0	0.6861899999999999	No data	-0.7964699393270822	-0.9752705885536656	0	No data	No data	0	0.75	0.5
GH1	0.11163795049326569	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9181797577278362	No data	No data	No data	0	1	0	0	0	0	No data	-0.22460011031439597	-0.9000269974539551	0	No data	No data	-0.8271899999999999	1	0
PLK1	0.11163248318666996	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.918134791206834	No data	No data	0.7	0	0	1	1	1	0.7512450000000002	1	-0.9533370104798676	-0.5418189250581007	-1	255	No data	0	0.5	0
CENPF	0.11157525149828888	No data	0.1471789841806092	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7062686170399353	0.046818064221911856	No data	No data	0	0	0	0	0	0	No data	-0.3920573634859349	0	0	No data	No data	No data	0.75	0
SIRT2	0.11147486669981548	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8444794922582763	No data	0.2894358527428928	No data	1	0	1	1	1	0.3830350000000003	No data	0.11715388858246012	-0.8133750213117804	0	255	No data	0	0.75	-1
NME1	0.11145166626152093	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9166476406474331	No data	No data	No data	0	0	0	0	0	0.7039450000000003	No data	-0.1019305019305019	No data	0	No data	No data	-0.6710525	-1	-1
RIGI	0.11139865647690207	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9162116552949299	No data	No data	No data	1	0	0	0	0	0	No data	0.02901268615554331	-0.8988123582729934	0	No data	No data	0	-1	-1
TCF25	0.11127712087611424	No data	0.18304241422426515	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.5192300000000003	No data	-0.475565361279647	-0.18499442392117538	0	No data	No data	No data	-1	-1
IL1B	0.11095837170899978	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9125904802398738	No data	No data	1	0	1	1	1	0	0	No data	-0.5154991726420297	-0.9018736229311453	0	255	No data	0	0.5	0
EPHB2	0.11088673105485881	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9120012630590498	No data	No data	1	1	0	1	1	0	0.9746450000000003	No data	-0.9131825703254275	-0.3233013988334693	0	255	No data	-0.3154150000000001	0.5	0
FKBP5	0.1108860965990643	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9119960449010209	No data	No data	No data	0	0	1	1	0	0.35448499999999966	1	-0.5374517374517375	-0.6225969290944383	0	255	No data	0	0.5	-1
PARP3	0.11088422251248509	0.18133224735426628	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.021277577916406734	No data	No data	1	0	0	1	1	0	0.005630000000000024	No data	0.055708769994484264	No data	0	No data	No data	0	-1	-1
GJA1	0.1108208972093533	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9114598046746075	No data	No data	No data	0	0	1	1	0	0.8691099999999998	No data	-0.6638720353006067	-0.9895541068978938	0	No data	No data	0	-1	0
CD276	0.11078682713084512	0.06079307976116211	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8351882415126589	No data	No data	0.5	0	0	0	0	0	0	No data	-0.14043022614451184	-0.19362923273754773	0	No data	No data	0	-1	0
PTGS1	0.11075133956396774	0.17309140765330877	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1817227247336252	No data	No data	1	0	0	1	1	0	0.4741250000000001	1	-0.253392167677882	-0.9402028439291884	0	255	No data	-0.03171999999999997	0.5	0
PDPN	0.11067539623302576	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9102631143860157	No data	No data	No data	1	0	0	0	0	0	No data	-0.450965250965251	-0.9461228798472532	0	No data	No data	No data	0.5	0
FKBP4	0.11065312374948799	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9100799316650114	No data	No data	No data	0	0	1	1	0	0.48801500000000003	No data	-0.3892995035852179	-0.8794674116762299	0	No data	No data	0	-1	-1
CKB	0.11055291383040662	No data	0.17987537353312563	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03951550184475537	No data	No data	No data	0	0	0	0	1	0.8293950000000002	No data	-0.4052950910093768	-0.21306917112227514	0	No data	No data	-0.514435	0.5	-1
RARG	0.1105080482511816	0.17119162391077247	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.21171448487096728	No data	No data	1	0	0	1	1	0	0.9008800000000001	1	-0.5640375068946497	-0.7867554790146483	0	255	No data	-0.2951550000000001	0.5	-1
RTL1	0.11034082701723495	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9075114096105279	No data	No data	No data	0	0	0	0	0	0	No data	0.9000551571980144	-0.7807946659994055	0	No data	No data	0	0.5	0.5
MMP9	0.11030693484399386	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9072326593533091	No data	No data	0.7	0	1	1	1	1	0	No data	0.3984555984555984	-0.9750230289628977	0	255	No data	0	0.75	0
GGH	0.11012939496236025	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9057724612326421	No data	No data	No data	0	0	0	1	0	0	No data	0.6765581908439051	0	0	255	No data	No data	0.5	-1
EIF4E	0.1100548680321612	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9051595055270598	No data	No data	No data	0	0	1	1	0	0.9078350000000001	No data	-0.9964699393270822	-0.6285074818796199	-1	No data	No data	-0.10138250000000007	-1	-1
SDCBP	0.10998219032442631	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9045617589741592	No data	No data	No data	0	0	1	1	0	0.5134250000000001	No data	0.21643684500827365	No data	0	No data	No data	0	-1	-1
SIRT1	0.10997072977221062	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9044675002833615	No data	No data	0.2	0	0	1	1	0	0.31057500000000005	No data	-0.6580253723110866	-0.9718753897854998	0	255	No data	0	-1	-1
DCT	0.10996933976182918	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9044560679757133	No data	No data	No data	1	0	0	0	0	0.15221500000000035	No data	0.23342526199669056	-0.13027920946003774	0	No data	No data	0	1	0.5
ETS1	0.10996221191276669	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9043974441233726	No data	No data	No data	0	0	0	0	1	0.6804099999999998	No data	-0.8036403750689465	-0.9201767171548597	0	255	No data	0	0.5	-1
TCEAL1	0.10985067509682961	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9034800961589721	No data	No data	No data	0	0	0	0	0	0.21383500000000027	No data	No data	0	0	No data	No data	0	-1	-1
H3P16	0.10985067509682961	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9034800961589721	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
NSG1	0.10985067509682961	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9034800961589721	No data	No data	No data	0	0	0	0	0	0.91892	No data	-0.18786541643684496	-0.46374527951955485	0	No data	No data	0	0.5	0
HCK	0.10969371340558202	0.1767389924389785	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07397673458603413	No data	No data	1	1	0	1	1	1	0.2965800000000002	1	-0.2950910093767236	-0.3322813019495349	0	No data	No data	-0.20152	0.5	0
MIF	0.10964961630569599	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9018264639369863	No data	No data	1	0	1	1	1	1	0.47826000000000024	1	0.9884169884169884	-0.790442682486255	0	No data	No data	0	-1	-1
BCL2L1	0.10951065129466843	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9006835294815063	No data	No data	1	0	0	1	1	0	0.8927050000000001	1	-0.9159404302261445	-0.1036059307249762	-1	No data	No data	0	-1	-1
FOXM1	0.10936945168154942	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8931676108020139	0.02541842188084585	No data	No data	0	0	1	1	0	0	No data	-0.6377275234418092	-0.967028155972186	0	No data	No data	0	0.5	0
EEF2	0.10905705134729472	0.17680576488344407	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.051696070853568206	No data	No data	1	1	0	0	0	0	0.9533799999999999	No data	-0.8061776061776061	-0.5834248719176593	-1	No data	No data	0	-1	-1
POSTN	0.10901184802140493	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8965810619373125	No data	No data	No data	0	1	0	0	0	0.4976100000000002	No data	-0.290457804743519	-0.7924345967133264	0	No data	No data	0	0.5	0
PANX1	0.10900157090273632	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8964965365381306	No data	No data	No data	1	0	0	0	0	0.31925000000000026	No data	0.02316602316602312	-0.29540196652241113	0	No data	No data	0	-1	-1
RPS6KA3	0.10900127429198436	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8964940970273086	No data	No data	0.1	0	0	1	1	0	0.9932450000000003	1	No data	-0.3434910584982462	0	255	No data	-0.5033774999999998	-1	-1
